#separator:tab
#html:false
britisch	British	[ˈbʁiːtɪʃ]	Das britische Königshaus ist bekannt.  Er hat einen britischen Akzent.			
türkisch	Turkish	[ˈtʏʁkɪʃ]	Wir essen türkisches Essen.  Türkisch ist eine agglutinierende Sprache.			
polnisch	Polish	[ˈpɔlnɪʃ]	Sie hat polnische Wurzeln.  Polnisch ist eine slawische Sprache.			
russisch	Russian	[ˈʁʊsɪʃ]	Russischer Kaviar ist teuer.  Er lernt Russisch, weil er nach Moskau will.			
brasilianisch	Brazilian	[bʁaziˈli̯aːnɪʃ]	Die brasilianische Fußballmannschaft ist sehr gut.  Sie liebt brasilianische Musik.			
argentinisch	Argentinian	[aʁɡɛnˈtiːnɪʃ]	Argentinisches Rindfleisch ist weltberühmt.  Er tanzt argentinischen Tango.			
inkorrekt	incorrect	[ˈɪnkɔʁɛkt]	Diese Berechnung ist inkorrekt.  Sein Verhalten war völlig inkorrekt.  Die Angaben in dem Bericht erwiesen sich als inkorrekt.			
meistens	mostly, usually	[ˈmaɪ̯stn̩s]	Ich fahre meistens mit dem Fahrrad zur Arbeit.  Meistens regnet es hier im November.			
einmal	once; one time; (as a modal particle) just, simply, ever	[ˈaɪ̯nmaːl]	Ich war einmal in Berlin.  Kannst du das bitte einmal wiederholen?  Das ist einmal so.			
mehrmals	several times, multiple times	[ˈmeːɐ̯maːls]	Ich habe dich mehrmals angerufen.  Das Problem ist mehrmals aufgetreten.			
wirklich	really, truly, actually	[ˈvɪʁklɪç]	"Das ist wirklich schön!  Bist du wirklich sicher?  ""Er hat gewonnen."" - ""Wirklich?"""			
achten	to pay attention to, respect, value	[ˈaxtn̩]	haben + geachtet	Bitte achte auf die Verkehrszeichen.  Ich achte ihn sehr für seine Arbeit.  Achte bitte darauf, pünktlich zu sein!		
passen	to fit, to suit, to match	[ˈpasn̩]	haben + gepasst	Die Hose passt mir nicht.  Die Farbe passt perfekt zu deinen Augen.  Passt auf! Hier ist es glatt.		
ankreuzen	to check (a box), to tick, to mark with an X	[ˈankʁɔɪ̯t͡sn̩]	haben + angekreuzt	Bitte kreuzen Sie die richtige Antwort an.  Er hat alle Optionen angekreuzt.  Kreuze hier an, wenn du zustimmst.		
wechseln	to change, to exchange, to switch	[ˈvɛksl̩n]	haben + gewechselt	Ich wechsle meine Kleidung.  Wechsle bitte das Thema.		
nummerieren	to number	[nʊməˈʁiːʁən]	haben + nummeriert	Bitte nummeriere die Seiten.  Die Häuser sind von 1 bis 10 nummeriert.  Nummeriere die Fragen in der richtigen Reihenfolge.		
interessieren	to interest, to be of interest	[ɪntəʁɛˈsiːʁən]	haben + interessiert	Das Buch interessiert mich sehr.  Interessieren Sie sich für Kunst?  Interessiere dich bitte für andere Themen!		
ob	whether, if	[oːp]	"Usage Notes:  • Introduces indirect yes/no questions (doubt or uncertainty).  • Unlike ""wenn"" (if/when for conditions) or ""falls"" (in case), ""ob"" expresses uncertainty about a fact.  • Can be used to mean ""whether... or not,"" which can be expressed as ""ob... oder nicht.""   Rules:  1. Verb Placement: As a subordinating conjunction, it sends the conjugated verb to the end of its clause.  2. Position: The clause with ""ob"" can be the first element in the main clause (inverted word order follows) or follow the main clause (normal word order)."	Ich weiß nicht, ob er heute kommt.  Frag sie, ob sie Hunger hat.  Es ist fraglich, ob das stimmt.		
die Entschuldigung	"apology; excuse; ""excuse me"""	[ɛntˈʃʊldɪɡʊŋ]	Entschuldigungen	Ich möchte eine Entschuldigung hören.  Entschuldigung, wo ist der Bahnhof?  Sie akzeptierte seine Entschuldigungen nicht.		
der Quatsch	nonsense, rubbish	[kvatʃ]		Das ist doch totaler Quatsch!  Hör auf mit dem Quatsch!  Er erzählt immer so einen Quatsch.		
das Herz	heart	[hɛʁt͡s]	Herzen	Ihr Herz schlug schnell vor Aufregung.  Er schenkte ihr sein Herz.		
der Körper	body	[ˈkœʁpɐ]	Körper	Sie trainiert regelmäßig, um ihren Körper fit zu halten.  Der menschliche Körper ist komplex.		
die Gesundheit	health	[ɡəˈzʊntˌhaɪ̯t]		Gesundheit ist unser wichtigstes Gut.  Ich wünsche Ihnen gute Besserung und Gesundheit!		
die Klammer	bracket, clamp, clip	[ˈklamɐ]	Klammern	Setzen Sie die Zahlen in Klammern.  Sie befestigte das Poster mit einer Klammer an der Wand.		
der Zahn	tooth	[t͡saːn]	Zähne	Mir tut ein Zahn weh.  Er putzt sich zweimal am Tag die Zähne.		
das Loch	hole	[lɔx]	Löcher	In meiner Socke ist ein Loch.  Die Mäuse haben Löcher in die Wand genagt.		
die Tüte	bag (paper/plastic), cone	[ˈtyːtə]	Tüten	Kann ich eine Tüte für meine Einkäufe haben?  Das Kind freute sich über eine Tüte Gummibärchen.		
die Schere	scissors	[ˈʃeːʁə]	Scheren	Diese Schere ist nicht scharf.  Kannst du mir die Schere reichen?		
die Zeitung	newspaper	[ˈt͡saɪ̯tʊŋ]	Zeitungen	Jeden Morgen liest er die Zeitung beim Frühstück.  In der heutigen Zeitung steht ein interessanter Artikel.		
die Zeitschrift	magazine, periodical	[ˈt͡saɪ̯tˌʃʁɪft]	Zeitschriften	Die Zeitschrift erscheint monatlich.  Die Zeitschriften liegen im Wartezimmer.		
die Kamera	camera	[ˈkaməʁa]	Kameras	Die Kamera meines Handys macht tolle Fotos.  Er hat eine neue digitale Kamera gekauft.		
das Elektrogerät	electrical appliance	[eˈlɛktʁoːɡəˌʁɛːt]	Elektrogeräte	Bitte ziehen Sie den Stecker aller Elektrogeräte vor dem Sturm.  Ein Kühlschrank ist ein wichtiges Elektrogerät in der Küche.		
die Waschmaschine	washing machine	[ˈvaʃmaˌʃiːnə]	Waschmaschinen	Die Waschmaschine macht ein seltsames Geräusch.  Ich muss heute noch eine Ladung Wäsche in die Waschmaschine geben.		
die Wäsche	laundry (clothes to wash)	[ˈvɛʃə]		Die trockene Wäsche muss noch gefaltet werden.  Sie hängt die nasse Wäsche auf die Leine.		
das Radio	radio	[ˈʁaːdi̯o]	Radios	Ich höre jeden Morgen Nachrichten im Radio.  Kannst du bitte das Radio leiser stellen?		
der Tipp	tip, hint, piece of advice	[tɪp]	Tipps	Danke für den hilfreichen Tipp!  Er gab mir einen guten Tipp für die Prüfung.		
surfen	to surf (the internet)	[ˈzʊʁfn̩]	haben + gesurft	Ich surfe jeden Tag im Internet.  Er hat gestern stundenlang gesurft.  Surf nicht so lange am Computer!		
der Husten	cough (the symptom/illness)	[ˈhuːstn̩]		Er hat einen starken Husten.  Der Husten kann ansteckend sein.  Bei Husten soll man viel trinken.		
der Schnupfen	cold, head cold, runny nose (the illness)	[ˈʃnʊp͡fn̩]		Ich habe einen fiesen Schnupfen.  Bei Schnupfen ist eine laufende Nase typisch.  Er liegt mit Schnupfen im Bett.		
das Medikament	medication, medicine, drug (pharmaceutical)	[medikaˈmɛnt]	Medikamente	Der Arzt hat ein neues Medikament verschrieben.  Nimmst du regelmäßig Medikamente?  Dieses Medikament hilft gegen Kopfschmerzen.		
die Erkältung	cold, common cold (the illness)	[ɛɐ̯ˈkɛltʊŋ]	Erkältungen	Ich habe mir eine Erkältung eingefangen.  Bei einer starken Erkältung soll man sich ausruhen.  Er ist anfällig für Erkältungen.		
verschreiben	to prescribe (medicine, treatment)	[fɛɐ̯ˈʃʁaɪ̯bn̩]	haben + verschrieben	Der Arzt verschreibt dem Patienten eine Salbe.  Hat er dir schon das neue Medikament verschrieben?  Verschreiben Sie mir bitte etwas gegen den Husten!		
der Apparat	device, apparatus, machine; (colloquial) telephone, TV set	[apaˈʁaːt]	Apparate	Der Apparat funktioniert nicht mehr.  Sie hat alle modernen Apparate in ihrer Küche.  Er ist am Apparat. (Telefon)		
damit	so that, in order that; with it/that	[daˈmɪt]	"Primary Function: Subordinating conjunction introducing a final clause (purpose clause).   Word Order: When used as a conjunction, it sends the conjugated verb to the end of its clause.  - Example: Ich lerne, damit ich bestehe. (I study so that I pass.)   Secondary Function: Can also be a da-compound adverb, meaning ""with it/that."" In this case, it does not affect verb position and is used like any other adverb/prepositional phrase.  - Example: Was willst du damit sagen? (What do you want to say with that?)"	Ich schreibe es auf, damit ich es nicht vergesse.  Sie spart Geld, damit sie nächstes Jahr reisen kann.  Was soll ich damit machen?		
gleich	immediately, right away; same, equal; (in a moment)	[ɡlaɪ̯ç]	Warte, ich bin gleich fertig!  Die beiden Häuser sehen gleich aus.  Der Bus kommt gleich.			
wieder	again, once more; back (to a previous state)	[ˈviːdɐ]	Es regnet wieder.  Sie ist wieder zu Hause.  Bitte sagen Sie das noch einmal wieder.			
ab	from, as of, starting at (a point in time)	[ap]	"Used to indicate a specific point in time from which something begins and continues. It is the standard preposition for schedules, timetables, and official start times.   Key Rule: Always governs the dative case.  Time Context: Exclusively for future or general points in time (e.g., ""ab morgen"", ""ab nächster Woche"", ""ab 18 Uhr"").  Not used for past events: For past starting points, use ""seit"" (since)."	Der Zug fährt ab 14:30 Uhr.  Ab nächstem Monat wohne ich in Berlin.  Das Geschäft ist ab 9 Uhr geöffnet.		
leihen	to lend; to borrow	[ˈlaɪ̯ən]	haben + geliehen	Kannst du mir dein Buch leihen?  Ich habe mir Geld von der Bank geliehen.  Leih mir bitte deinen Stift.		
abholen	to pick up (a person or thing); to collect	[ˈapˌhoːlən]	haben + abgeholt	Ich hole dich vom Bahnhof ab.  Sie hat das Paket von der Post abgeholt.  Hol mich um acht Uhr ab, bitte.		
der Pullover	pullover, sweater	[pʊˈloːvɐ]	Pullover	Er trägt einen warmen Pullover.  Die Pullover liegen im Schrank.		
die Kreditkarte	credit card	[kʁeˈdɪtˌkaʁtə]	Kreditkarten	Kann ich mit Kreditkarte bezahlen?  Sie hat ihre Kreditkarte verloren.		
die Rose	rose	[ˈʁoːzə]	Rosen	Die Rose blüht im Garten.  Die Rosen duften herrlich.		
der Markt	market	[maʁkt]	Märkte	Der Markt ist samstags geöffnet.  Die Märkte in der Stadt sind lebhaft.		
die Vermieterin	landlady (female landlord)	[fɛɐ̯ˈmiːtəʁɪn]	Vermieterinnen	Die Vermieterin kommt morgen.  Die Vermieterinnen haben eine Besprechung.		
die Amateurin	amateur (female)	[amaˈtøːʁɪn]	Amateurinnen	Sie ist eine talentierte Amateurin.  Die Amateurinnen treffen sich wöchentlich.		
die Innenstadt	city center, downtown	[ˈɪnənˌʃtat]	Innenstädte	Die Innenstadt ist sehr belebt.  Die Innenstädte vieler Städte sind ähnlich.		
der Regenschirm	umbrella	[ˈʁeːɡn̩ˌʃɪʁm]	Regenschirme	Nimm den Regenschirm mit.  Die Regenschirme sind im Ständer.		
die Stube	living room, parlor (old-fashioned)	[ˈʃtuːbə]	Stuben	Die Familie sitzt in der Stube.  Die alten Stuben sind gemütlich.		
das Studentenheim	student dormitory	[ʃtuˈdɛntn̩ˌhaɪ̯m]	Studentenheime	Das Studentenheim ist voll belegt.  Die Studentenheime liegen nah an der Universität.		
die Annonce	classified ad	[aˈnɔ̃ːsə]	Annoncen	Sie hat eine Annonce für ein Zimmer aufgegeben.  Die Annoncen stehen im Wochenblatt.		
der Quadratmeter	square meter	[kvaˈdʁaːtˌmeːtɐ]	Quadratmeter	Die Wohnung hat 60 Quadratmeter.  Die Preise pro Quadratmeter sind hoch.		
die Nähe	vicinity, proximity	[ˈnɛːə]	Nähen	In der Nähe gibt es einen Supermarkt.  Die Nähen zu öffentlichen Verkehrsmitteln ist wichtig.		
die Lage	location, situation	[ˈlaːɡə]	Lagen	Die Lage der Wohnung ist perfekt.  Die geografischen Lagen sind unterschiedlich.  Die wirtschaftliche Lage ist schlecht.		
der Lärm	noise	[lɛʁm]		Der Lärm ist unerträglich.  Lärm kann gesundheitsschädlich sein.		
die Nebenstraße	side street	[ˈneːbn̩ˌʃtʁaːsə]	Nebenstraßen	Das Haus liegt in einer ruhigen Nebenstraße.  Die Nebenstraßen sind weniger befahren.		
die Hauptstraße	main street	[ˈhaʊ̯ptˌʃtʁaːsə]	Hauptstraßen	Die Geschäfte sind in der Hauptstraße.  Die Hauptstraßen der Stadt sind belebt.		
die Allee	avenue, boulevard	[aˈleː]	Alleen	Die Allee ist mit Bäumen gesäumt.  Die Alleen in dieser Stadt sind schön.		
der Weg	path, way	[veːk]	Wege	Der Weg zum Bahnhof ist kurz.  Die Wege im Park sind gut gepflegt.		
die Gasse	alley, lane	[ˈɡasə]	Gassen	Die enge Gasse führt zum Hof.  Die Gassen der Altstadt sind malerisch.		
die Badewanne	bathtub	[ˈbaːdəˌvanə]	Badewannen	Die Badewanne ist neu.  Die Badewannen im Baumarkt sind teuer.		
der Abfall	waste, garbage	[ˈapˌfal]	Abfälle	Der Abfall muss rausgebracht werden.  Die Abfälle werden recycelt.		
die Mülltonne	garbage can, trash bin (outdoor)	[ˈmʏlˌtɔnə]	Mülltonnen	Die Mülltonne steht vor dem Haus.  Die Mülltonnen werden montags geleert.		
die Wand	wall	[vant]	Wände	An der Wand hängt ein Bild.  Die Wände sind weiß gestrichen.		
die Vase	vase	[ˈvaːzə]	Vasen	Die Vase ist aus Glas.  Die Vasen auf dem Regal sind antik.		
das Tier	animal	[tiːɐ̯]	Tiere	Das Tier lebt im Wald.  Die Tiere im Zoo werden gut gepflegt.		
die Pflanze	plant	[ˈpflant͡sə]	Pflanzen	Die Pflanze muss gegossen werden.  Die Pflanzen auf dem Balkon blühen.		
das Schwein	pig	[ʃvaɪ̯n]	Schweine	Das Schwein grunzt im Stall.  Die Schweine laufen auf der Weide.		
die Kuh	cow	[kuː]	Kühe	Die Kuh gibt Milch.  Die Kühe stehen auf der Weide.		
das Rind	beef, cattle	[ʁɪnt]	Rinder	Das Rind wird als Nutztier gehalten.  Die Rinder grasen auf dem Feld.		
der Zettel	note, slip of paper	[ˈt͡sɛtl̩]	Zettel	Er schreibt etwas auf den Zettel.  Die Zettel liegen auf dem Tisch.		
kostenlos	free (of charge)	[ˈkɔstn̩loːs]	Die App ist kostenlos verfügbar.  Er erhielt kostenlose Eintrittskarten.			
eigen	own	[ˈaɪ̯ɡn̩]	Das ist mein eigenes Auto.  Sie hat ihre eigenen Ideen.			
unmodern	old-fashioned, not modern	[ˈʊnmoˌdɛʁn]	Die Methode gilt als unmodern.  Er trägt unmoderne Kleidung.			
sonnig	sunny	[ˈzɔnɪç]	Heute ist ein sonniger Tag.  Das Zimmer ist hell und sonnig.			
warm	warm	[vaʁm]	Die Suppe ist noch warm.  Sie trägt warme Kleidung im Winter.			
rosa	Light pink	[ˈʁoːza]	Sie trägt ein rosa Kleid.  Die Blüten sind zart rosa.			
planen	to plan	[ˈplaːnən]	haben + geplant	Ich plane meine Reise für den Sommer.  Wir haben das Projekt gemeinsam geplant.  Planen Sie bitte frühzeitig!		
kleben	to glue, to stick	[ˈkleːbn̩]	haben + geklebt	Er klebt das Poster an die Wand.  Die Kinder haben die Bilder geklebt.  Klebt das Papier sorgfältig!		
notieren	to note down, to write down	[noˈtiːʁən]	haben + notiert	Sie notiert wichtige Termine im Kalender.  Ich habe die Adresse notiert.  Notieren Sie bitte Ihre Fragen!		
malen	to paint, to draw	[ˈmaːlən]	haben + gemalt	Das Kind malt ein buntes Bild.  Sie hat das Porträt gemalt.  Male die Blumen in Rot!		
dazu	in addition, for that purpose, thereto	[daˈt͡suː]	Ich trinke Kaffee und dazu ein Stück Kuchen.  Dazu muss ich erst meine Hausaufgaben machen.  Hast du etwas dazu zu sagen?  Der Schlüssel gehört dazu.			
genau	exactly, precisely, accurate	[ɡəˈnaʊ̯]	"Das ist genau das, was ich meine!  Genau um 10 Uhr beginnt der Unterricht.  ""Möchtest du mitkommen?"" - ""Genau!""  Er arbeitet sehr genau."			
die Sprechstunde	office hours, consultation hour(s)	[ˈʃpʁɛçˌʃtʊndə]	Sprechstunden	Die Sprechstunde des Professors ist montags.  Ich habe eine Sprechstunde beim Arzt.		
das Meldeamt	registration office	[ˈmɛldəˌʔamt]	Meldeämter	Sie müssen zum Meldeamt gehen, um ihren Wohnsitz anzumelden.		
die Spezialität	specialty, speciality	[ʃpɛt͡si̯aliˈtɛːt]	Spezialitäten	Die regionale Spezialität ist sehr lecker.  Das Restaurant bietet internationale Spezialitäten an.		
die Orientierung	orientation	[oʁi̯ɛnˈtiːʁʊŋ]	Orientierungen	Ich habe die Orientierung in der neuen Stadt verloren.  Die Orientierung des Gebäudes ist nach Süden.		
die Grammatik	grammar	[ɡʁaˈmatɪk]	Grammatiken	Die deutsche Grammatik ist komplex.  Er studiert die Grammatik verschiedener Sprachen.		
das Spazieren	walk, stroll (the activity)	[ʃpaˈt͡siːʁən]		Ein langes Spazieren im Park ist sehr entspannend.  Das Spazieren ist gut für die Gesundheit.		
der Traum	dream	[tʁaʊ̯m]	Träume	Ich hatte einen seltsamen Traum.  Er verfolgt seine beruflichen Träume.		
die Natur	nature	[naˈtuːɐ̯]	Natur	Wir wandern gerne in der Natur.  Die Schönheit der Natur ist atemberaubend.		
die Jahreszeit	season	[ˈjaːʁəsˌt͡saɪ̯t]	Jahreszeiten	Der Frühling ist meine Lieblingsjahreszeit.  Die vier Jahreszeiten sind Frühling, Sommer, Herbst und Winter.		
die Zukunft	future	[ˈt͡suːˌkʊnft]	Zukünfte	Ich freue mich auf die Zukunft.  Sie hat eine große Zukunft vor sich.		
der Polizist	policeman, police officer (male)	[poliˈt͡sɪst]	Polizisten	Der Polizist hat mir den Weg erklärt.  Die Polizisten patrouillieren in der Innenstadt.		
die Polizistin	policewoman, police officer (female)	[poliˈt͡sɪstɪn]	Polizistinnen	Die Polizistin hat meinen Pass kontrolliert.  Viele Polizistinnen arbeiten in dieser Wache.		
der Pilot	pilot (male)	[piˈloːt]	Piloten	Der Pilot begrüßte die Passagiere.  Er ist Pilot bei einer großen Airline.		
die Pilotin	pilot (female)	[piˈloːtɪn]	Pilotinnen	Die Pilotin steuert das Flugzeug.  Sie ist eine der wenigen Pilotinnen in der Firma.		
die Entscheidung	decision	[ɛntˈʃaɪ̯dʊŋ]	Entscheidungen	Es war eine schwierige Entscheidung.  Die Entscheidung des Richters ist endgültig.		
die Vokabel	vocabulary word	[voˈkaːbl̩]	Vokabeln	Bitte lernen Sie diese neue Vokabel.  Er schreibt alle Vokabeln in ein Heft.		
die Ehe	marriage	[ˈeːə]	Ehen	Sie führen eine glückliche Ehe.  Die Ehe wurde nach zehn Jahren geschieden.		
der Sportler	athlete, sportsman (male)	[ˈʃpɔʁtlɐ]	Sportler	Der Sportler trainiert jeden Tag.  Die Sportler bereiten sich auf die Olympischen Spiele vor.		
die Sportlerin	athlete, sportswoman (female)	[ˈʃpɔʁtləʁɪn]	Sportlerinnen	Die Sportlerin hat eine Goldmedaille gewonnen.  Sie ist eine erfolgreiche Sportlerin.		
das Übergewicht	overweight, excess weight	[ˈyːbɐɡəˌvɪçt]		Sein Übergewicht führt zu gesundheitlichen Problemen.  Sie kämpft mit ihrem Übergewicht.		
die Diät	diet	[diˈɛːt]	Diäten	Der Arzt hat ihm eine strenge Diät verordnet.  Viele Diäten versprechen schnellen Gewichtsverlust.		
der Keller	cellar, basement	[ˈkɛlɐ]	Keller	Die Weine lagern im Keller.  Er ist in den Keller gegangen, um Werkzeug zu holen.		
die Süßigkeit	sweet, candy, piece of candy	[ˈzyːsɪçkaɪ̯t]	Süßigkeiten	Das Kind isst nur eine Süßigkeit pro Tag.  Die Süßigkeiten sind in der Schublade.		
modisch	fashionable, stylish	[ˈmoːdɪʃ]	Sie trägt immer modische Kleidung.  Das ist ein sehr modischer Haarschnitt.			
unmodisch	unfashionable, old-fashioned	[ˈʊnmoːdɪʃ]	Seine Hose wirkt heute etwas unmodisch.  Der Möbelstil ist bewusst unmodisch gewählt.			
romantisch	romantic	[ʁoˈmantɪʃ]	Sie verbrachten einen romantischen Abend am See.  Er hat eine sehr romantische Art.			
fürsorglich	caring, solicitous	[ˈfyːɐ̯ˌzɔʁklɪç]	Sie ist eine fürsorgliche Mutter.  Er kümmerte sich fürsorglich um den kranken Freund.			
unterschiedlich	different, varying, diverse	[ˈʊntɐˌʃiːtlɪç]	Die Geschwister haben unterschiedliche Hobbys.  Die Meinungen dazu sind sehr unterschiedlich.  Wir haben Produkte in unterschiedlichen Größen.			
drin	inside, in there (colloquial)	[dʁɪn]	Ist jemand drin?  Die Kinder sind schon drin im Haus.  Es ist warm drin.			
endlich	finally, at last	[ˈɛntlɪç]	Endlich sind wir angekommen!  Das Problem ist endlich gelöst.  Kannst du endlich still sein?			
dran	on it, at it, next (colloquial)	[dʁan]	Wer ist als Nächstes dran?  Ich bin dran, die Präsentation zu halten.  Mach schon, du bist dran!			
daran	on it; about it; at it; to it	[daˈʁan]	Ich denke daran, morgen früher zu gehen.  Hast du daran gedacht, die Tür abzuschließen?  Wir müssen unbedingt daran arbeiten.			
fast	almost, nearly	[fast]	Es ist fast zehn Uhr.  Ich habe den Bus fast verpasst.  Das war fast unmöglich.			
allerdings	however, certainly, indeed	[ˈalɐdɪŋs]	"Das ist eine gute Idee, allerdings teuer.  ""Ist es schwer?"" – ""Allerdings!""  Er ist allerdings der Beste."			
regelmäßig	regularly, at regular intervals	[ˈʁeːɡl̩ˌmɛsɪç]	Er geht regelmäßig ins Fitnessstudio.  Die Busse fahren regelmäßig.  Sie nimmt die Medizin regelmäßig ein.			
neulich	recently, the other day	[ˈnɔɪ̯lɪç]	Neulich habe ich sie im Supermarkt getroffen.  Das ist neulich passiert.  Er hat neulich davon erzählt.			
anmelden	to register, to sign up, to announce	[ˈanˌmɛldn̩]	haben + angemeldet	Ich melde mein Auto an.  Sie haben sich für den Kurs angemeldet.  Melde dich bitte am Empfang an!		
abbiegen	to turn (off); to turn (left/right)	[ˈapˌbiːɡn̩]	sein + abgebogen	Biegen Sie an der nächsten Kreuzung links ab.  Wir sind in die kleine Straße abgebogen.  Biegt hier ab!		
parken	to park	[ˈpaʁkn̩]	haben + geparkt	Er parkt den Wagen in der Garage.  Wo hast du geparkt?  Parken Sie nicht auf dem Gehweg!		
stoppen	to stop	[ˈʃtɔpn̩]	haben + gestoppt	Der Fahrer stoppte den Bus.  Die Uhr hat gestoppt.  Stopp den Lärm!		
fotografieren	to photograph, to take pictures	[fotoɡʁaˈfiːʁən]	haben + fotografiert	Sie fotografiert die Landschaft.  Er hat den Sonnenuntergang fotografiert.  Fotografieren Sie bitte das Dokument!		
anfangen	to begin, to start	[ˈanˌfaŋən]	haben + angefangen	Wann fängt der Film an?  Wir haben mit der Arbeit angefangen.  Fangt endlich an!		
träumen	to dream	[ˈtʁɔɪ̯mən]	haben + geträumt	Ich träume jede Nacht.  Sie hat von ihrer Zukunft geträumt.  Träum nicht so viel!		
erschießen	to shoot (dead)	[ɛɐ̯ˈʃiːsn̩]	haben + erschossen	Der Jäger erschießt das Wild.  Er wurde von einem Attentäter erschossen.  Erschieß ihn nicht!		
unternehmen	to undertake, to do (an activity)	[ˈʊntɐˌneːmən]	haben + unternommen	Was unternehmen wir heute?  Sie haben eine Reise unternommen.  Unternimm etwas!		
verbringen	to spend (time)	[fɛɐ̯ˈbʁɪŋən]	haben + verbracht	Wir verbringen den Urlaub am Meer.  Sie hat viel Zeit mit Lesen verbracht.  Verbring den Nachmittag mit deinen Freunden!		
versprechen	to promise	[fɛɐ̯ˈʃpʁɛçn̩]	haben + versprochen	Ich verspreche dir die Wahrheit.  Er hat mir sein Kommen versprochen.  Versprich mir, vorsichtig zu sein!		
erwischen	to catch, to get (often by chance or just in time)	[ɛɐ̯ˈvɪʃn̩]	haben + erwischt	Die Polizei erwischte den Dieb.  Ich habe den letzten Zug gerade noch erwischt.  Erwisch ihn!		
die Tankstelle	gas station; petrol station	[ˈtaŋkˌʃtɛlə]	Tankstellen	Ich halte an der nächsten Tankstelle.  Die Tankstelle ist rund um die Uhr geöffnet.		
das Benzin	petrol; gasoline	[bɛnˈtsiːn]		Ich muss Benzin kaufen.  Das Auto braucht viel Benzin.		
der Feststoff	solid (state of matter)	[ˈfɛstˌʃtɔf]	Feststoffe	Eis ist ein Feststoff.  Metalle sind meist Feststoffe.		
die Flüssigkeit	liquid	[ˈflʏsɪçkaɪ̯t]	Flüssigkeiten	Wasser ist eine Flüssigkeit.  Diese Flüssigkeit ist sehr heiß.		
das Gas	gas (state of matter)	[ɡaːs]	Gase	Sauerstoff ist ein Gas.  Gase lassen sich leicht komprimieren.		
fest	solid; firm	[fɛst]	Das Metall ist fest.  Der Boden ist hier sehr fest.			
flüssig	liquid	[ˈflʏsɪç]	Benzin ist flüssig.  Die Farbe ist noch flüssig.			
gasförmig	gaseous	[ˈɡaːsˌfœʁmɪç]	Sauerstoff ist gasförmig.  Das Wasser wird bei hoher Temperatur gasförmig.			
die Temperatur	temperature	[tɛmpəʁaˈtuːɐ̯]	Temperaturen	Die Temperatur ist heute sehr hoch.  Bei niedrigen Temperaturen gefriert Wasser.		
die Wärme	heat; warmth	[ˈvɛʁmə]		Die Wärme der Sonne ist angenehm.  Metall leitet Wärme gut.		
das Mal	time; occasion; instance	[maːl]	Male	Das ist das erste Mal, dass ich in Berlin bin.  Ich habe es schon viele Male versucht.		
ankommen	to arrive	[ˈankɔmən]	sein + angekommen	Ich komme morgen in Berlin an.  Der Zug ist pünktlich angekommen.  Komm bitte pünktlich an!		
organisiert	organized	[ɔʁɡaniˈziːʁt]	Sie ist eine sehr organisierte Person.  Das Büro ist gut organisiert.			
überall	everywhere	[ˈyːbɐʔal]	Die Kinder spielen überall im Garten.  Man kann diese Pflanzen überall kaufen.			
das Verkehrsmittel	means of transport; vehicle	[ˈfɛɐ̯kɛɐ̯sˌmɪtl̩]	Verkehrsmittel	Das Fahrrad ist ein umweltfreundliches Verkehrsmittel.  Öffentliche Verkehrsmittel sind oft günstiger als ein Auto.		
sortiert	sorted; organized	[zoʁˈtiːɐ̯t]	Die Bücher sind nach Genre sortiert.  Die Dokumente sind gut sortiert.			
diszipliniert	disciplined	[dɪtsɪpliˈniːɐ̯t]	Er ist ein sehr disziplinierter Schüler.  Sie arbeitet diszipliniert an ihren Aufgaben.			
die Pünktlichkeit	punctuality	[ˈpʏŋktlɪçkaɪ̯t]		Pünktlichkeit ist im Beruf sehr wichtig.  Er wird für seine Pünktlichkeit geschätzt.		
die Sache	thing; matter	[ˈzaχə]	Sachen	Ich habe viele wichtige Sachen zu erledigen.  Diese Sache muss sofort geklärt werden.		
verschwunden	disappeared; missing	[fɛɐ̯ˈʃvʊndən]	Mein Schlüssel ist verschwunden.  Die Katze ist seit gestern verschwunden.			
die Bakterie	bacterium	[bakˈteːʁi̯ə]	Bakterien	Eine Bakterie kann eine Infektion verursachen.  Viele Bakterien sind nützlich für den menschlichen Körper.		
betroffen	affected; concerned	[bəˈtrɔfən]	Die betroffenen Personen wurden informiert.  Er sah sehr betroffen aus.			
danach	afterwards; after that	[ˈdaːnaːx]	Wir essen zuerst, und danach gehen wir spazieren.  Er hat die Hausaufgaben gemacht. Danach hat er ferngesehen.			
nie wieder	never again	[niː ˈviːdɐ]	Ich werde so etwas nie wieder tun.  Nie wieder werde ich dort hingehen.			
unfallfrei	accident-free; without accidents	[ˈʊnfalˌfʁaɪ̯]	Die Fahrt war unfallfrei.  Er hat zehn Jahre unfallfrei gearbeitet.			
der Unfall	accident	[ˈʊnfal]	Unfälle	Der Unfall auf der Autobahn war sehr schlimm.  Er hatte einen kleinen Unfall zu Hause.		
hin	there; away (toward a destination)	[hɪn]	Geh bitte nicht weg, ich muss noch hin.  Wir fahren morgen hin.			
verreist	away (traveling); out of town	[fɛɐ̯ˈʁaɪ̯st]	Meine Eltern sind zurzeit verreist.  Der Chef ist diese Woche verreist.			
überall hin	to everywhere; in all directions; to all places	[ˈyːbɐˌʔal hɪn]	Ich bin überall hin gereist.  Er läuft überall hin, ohne Plan.			
